transaction_id,transaction_datetime,customer_id,customer_full_name,customer_age,customer_country,customer_loyalty_tier,customer_account_age_days,product_category,product_subcategory,quantity_purchased,unit_price_usd,gross_amount_usd,loyalty_discount_pct,promo_discount_pct,total_discount_pct,discount_amount_usd,net_amount_before_tax_usd,tax_rate,tax_amount_usd,net_amount_after_tax_usd,shipping_fee_usd,total_transaction_amount_usd,payment_method,device_type,days_since_last_purchase,is_fraudulent,is_returned,is_churned_customer
TXN0003028,2023-07-14 14:27:34,CUST00754,Ibrahim Thomas,70,United States,Gold,298,Groceries,Beverages,1,13.38,13.38,0.1,0.0,0.1,1.34,12.04,0.105,1.26,13.3,8.52,21.82,Credit Card,Desktop,22,0,0,0
TXN0003029,2024-12-04 01:27:57,CUST00942,Jessica Lee,39,Germany,Silver,1991,Sports,Gym Equipment,1,381.2,381.2,0.05,0.0,0.05,19.06,362.14,0.107,38.75,400.89,0.0,400.89,Debit Card,Desktop,200,0,0,0
TXN0003030,2024-09-08 10:48:57,CUST00905,Ibrahim Rodriguez,59,United States,Platinum,2297,Electronics,Laptop,1,1498.45,1498.45,0.15,0.0,0.15,224.77,1273.68,0.15,191.05,1464.73,0.0,1464.73,Credit Card,Desktop,116,0,0,0
TXN0003031,2023-03-23 02:14:36,CUST00275,Mohammed Young,56,United States,Bronze,674,Home & Garden,Cookware,4,278.91,1115.64,0.0,0.0,0.0,0.0,1115.64,0.052,58.01,1173.65,0.0,1173.65,Google Pay,Desktop,357,0,0,1
TXN0003032,2023-08-04 06:28:59,CUST00745,Susan Kumar,44,United States,Silver,2373,Beauty,Skincare,1,15.04,15.04,0.05,0.05,0.1,1.5,13.54,0.114,1.54,15.08,5.35,20.43,Gift Card,Tablet,37,0,0,0
TXN0003033,2023-08-25 08:55:31,CUST00270,Lisa Ahmed,60,India,Bronze,768,Groceries,Beverages,2,32.53,65.06,0.0,0.0,0.0,0.0,65.06,0.07,4.55,69.61,0.0,69.61,Debit Card,Desktop,75,0,0,0
TXN0003034,2024-10-03 15:04:38,CUST01326,Mary Anderson,21,United States,Silver,1690,Electronics,TV,1,1210.06,1210.06,0.05,0.0,0.05,60.5,1149.56,0.063,72.42,1221.98,0.0,1221.98,Apple Pay,Desktop,333,0,0,0
TXN0003035,2024-08-05 11:12:52,CUST01067,Jennifer Martin,23,Germany,Bronze,3141,Electronics,TV,1,777.28,777.28,0.0,0.1,0.1,77.73,699.55,0.083,58.06,757.61,0.0,757.61,Credit Card,Mobile,324,0,0,1
TXN0003036,2023-07-16 16:04:02,CUST01340,James Kumar,49,United States,Bronze,395,Beauty,Skincare,1,99.23,99.23,0.0,0.0,0.0,0.0,99.23,0.072,7.14,106.37,0.0,106.37,Debit Card,Mobile,44,0,0,0
TXN0003037,2024-11-15 06:27:23,CUST01493,Susan White,40,United States,Bronze,991,Clothing,Hoodie,1,223.02,223.02,0.0,0.0,0.0,0.0,223.02,0.092,20.52,243.54,0.0,243.54,Credit Card,Mobile,359,0,0,1
TXN0003038,2024-01-20 19:57:36,CUST00397,Joseph Martin,74,United States,Bronze,1640,Home & Garden,Plants,1,244.87,244.87,0.0,0.0,0.0,0.0,244.87,0.066,16.16,261.03,0.0,261.03,Debit Card,Mobile,31,0,0,0
TXN0003039,2023-08-27 02:57:12,CUST01144,Robert White,37,Brazil,Bronze,2250,Clothing,Shoes,1,262.41,262.41,0.0,0.0,0.0,0.0,262.41,0.117,30.7,293.11,0.0,293.11,Apple Pay,Desktop,302,0,0,1
TXN0003040,2024-02-09 02:50:08,CUST00233,David Ahmed,57,United States,Bronze,3404,Beauty,Fragrance,2,136.11,272.22,0.0,0.15,0.15,40.83,231.39,0.115,26.61,258.0,0.0,258.0,Debit Card,Mobile,286,0,0,1
TXN0003041,2023-09-25 14:53:00,CUST00711,Yuki Nguyen,60,Australia,Gold,1859,Toys,LEGO,1,85.47,85.47,0.1,0.0,0.1,8.55,76.92,0.144,11.08,88.0,0.0,88.0,Debit Card,Mobile,4,0,0,0
TXN0003042,2024-12-10 05:10:03,CUST01170,Jennifer Chen,55,Japan,Silver,584,Groceries,Frozen Food,3,74.01,222.03,0.05,0.05,0.1,22.2,199.83,0.093,18.58,218.41,0.0,218.41,Credit Card,Desktop,246,0,0,0
TXN0003043,2024-02-01 06:12:15,CUST00543,Lisa Nguyen,30,Canada,Bronze,1661,Groceries,Organic,1,34.54,34.54,0.0,0.05,0.05,1.73,32.81,0.076,2.49,35.3,5.4,40.7,Credit Card,Desktop,230,0,0,1
TXN0003044,2023-01-27 02:50:31,CUST00542,Yuki Singh,59,Mexico,Bronze,1343,Books,Science,2,22.75,45.5,0.0,0.05,0.05,2.27,43.23,0.067,2.9,46.13,8.11,54.24,Google Pay,Mobile,134,0,0,0
TXN0003045,2023-01-09 16:15:01,CUST00743,Charles Young,66,Japan,Bronze,462,Beauty,Men Grooming,2,77.62,155.24,0.0,0.0,0.0,0.0,155.24,0.116,18.01,173.25,0.0,173.25,Apple Pay,Desktop,198,0,0,1
TXN0003046,2023-02-18 18:15:35,CUST01159,Mohammed Miller,22,United States,Platinum,1829,Groceries,Organic,3,7.48,22.44,0.15,0.0,0.15,3.37,19.07,0.083,1.58,20.65,8.33,28.98,Google Pay,Mobile,181,0,0,0
TXN0003047,2024-05-29 09:17:34,CUST01154,Lisa Davis,32,Germany,Bronze,2848,Home & Garden,Tools,2,522.88,1045.76,0.0,0.0,0.0,0.0,1045.76,0.052,54.38,1100.14,0.0,1100.14,Apple Pay,Desktop,160,0,0,0
TXN0003048,2023-11-26 13:44:10,CUST00406,Lisa Thompson,43,United Kingdom,Bronze,591,Groceries,Beverages,2,7.33,14.66,0.0,0.2,0.2,2.93,11.73,0.076,0.89,12.62,9.32,21.94,Apple Pay,Mobile,198,0,0,1
TXN0003049,2023-12-08 03:12:43,CUST01054,Sofia Martin,41,Canada,Gold,1382,Electronics,TV,3,618.83,1856.49,0.1,0.1,0.2,371.3,1485.19,0.144,213.87,1699.06,0.0,1699.06,Credit Card,Mobile,282,0,0,0
TXN0003050,2023-10-21 16:01:50,CUST00685,Aisha Lee,52,France,Platinum,3232,Toys,Board Game,1,88.63,88.63,0.15,0.1,0.25,22.16,66.47,0.09,5.98,72.45,0.0,72.45,Credit Card,Mobile,44,0,0,0
TXN0003051,2023-11-27 05:35:38,CUST00352,Sofia Thomas,45,Brazil,Silver,1613,Toys,Outdoor,1,20.44,20.44,0.05,0.05,0.1,2.04,18.4,0.072,1.32,19.72,4.44,24.16,PayPal,Mobile,87,0,0,0
TXN0003052,2023-12-27 17:50:22,CUST00467,Ibrahim Moore,26,Australia,Bronze,761,Beauty,Vitamins,4,74.0,296.0,0.0,0.0,0.0,0.0,296.0,0.124,36.7,332.7,0.0,332.7,Debit Card,Mobile,323,0,0,1
TXN0003053,2023-12-21 01:34:37,CUST00945,Thomas Johnson,75,United Kingdom,Bronze,1087,Groceries,Beverages,2,45.47,90.94,0.0,0.15,0.15,13.64,77.3,0.105,8.12,85.42,0.0,85.42,Debit Card,Tablet,138,0,0,0
TXN0003054,2024-01-26 12:02:20,CUST00779,Susan Thompson,37,India,Gold,3620,Books,Self-Help,1,50.72,50.72,0.1,0.0,0.1,5.07,45.65,0.119,5.43,51.08,5.14,56.22,Credit Card,Mobile,14,0,0,0
TXN0003055,2024-01-07 12:45:47,CUST01178,Ibrahim Jones,29,France,Bronze,1291,Home & Garden,Tools,1,607.97,607.97,0.0,0.0,0.0,0.0,607.97,0.075,45.6,653.57,0.0,653.57,Credit Card,Tablet,34,0,0,0
TXN0003056,2024-08-30 13:02:14,CUST00519,Jennifer Ahmed,72,United States,Platinum,2434,Books,Textbook,4,69.3,277.2,0.15,0.0,0.15,41.58,235.62,0.133,31.34,266.96,0.0,266.96,Credit Card,Mobile,1,0,0,0
TXN0003057,2023-03-17 11:46:31,CUST00677,John Smith,22,United States,Silver,3344,Electronics,Speaker,2,700.62,1401.24,0.05,0.2,0.25,350.31,1050.93,0.111,116.65,1167.58,0.0,1167.58,Apple Pay,Mobile,161,0,0,0
TXN0003058,2023-07-10 03:54:33,CUST00366,Richard Ahmed,53,United States,Gold,2913,Home & Garden,Cleaning Supplies,1,323.19,323.19,0.1,0.0,0.1,32.32,290.87,0.149,43.34,334.21,0.0,334.21,Google Pay,Tablet,90,0,0,0
TXN0003059,2024-03-25 23:22:41,CUST01224,Mohammed Taylor,58,Brazil,Bronze,818,Clothing,T-Shirt,1,39.06,39.06,0.0,0.0,0.0,0.0,39.06,0.09,3.52,42.58,5.96,48.54,Google Pay,Mobile,230,0,0,1
TXN0003060,2023-06-02 08:59:55,CUST00707,Charles Jackson,72,Mexico,Platinum,162,Home & Garden,Cookware,1,563.78,563.78,0.15,0.0,0.15,84.57,479.21,0.103,49.36,528.57,0.0,528.57,PayPal,Mobile,35,0,0,0
TXN0003061,2024-02-01 08:32:27,CUST01349,Sofia Jones,61,India,Gold,2067,Home & Garden,Decor,1,248.75,248.75,0.1,0.15,0.25,62.19,186.56,0.069,12.87,199.43,0.0,199.43,Debit Card,Mobile,224,0,0,0
TXN0003062,2024-11-11 16:29:44,CUST00751,Linda Jones,37,Mexico,Bronze,3412,Home & Garden,Plants,3,507.99,1523.97,0.0,0.2,0.2,304.79,1219.18,0.081,98.75,1317.93,0.0,1317.93,Credit Card,Desktop,339,0,0,1
TXN0003063,2024-07-05 05:46:21,CUST00606,Mohammed Johnson,20,United States,Gold,1912,Home & Garden,Bedding,3,628.26,1884.78,0.1,0.1,0.2,376.96,1507.82,0.106,159.83,1667.65,0.0,1667.65,PayPal,Mobile,298,0,0,0
TXN0003064,2023-02-08 22:34:16,CUST00442,William Miller,69,United States,Bronze,1909,Groceries,Dairy,3,9.87,29.61,0.0,0.0,0.0,0.0,29.61,0.076,2.25,31.86,5.26,37.12,Apple Pay,Desktop,340,0,0,1
TXN0003065,2023-01-15 09:15:05,CUST00725,Barbara Gonzalez,60,Australia,Silver,427,Groceries,Fresh Produce,2,52.66,105.32,0.05,0.0,0.05,5.27,100.05,0.063,6.3,106.35,0.0,106.35,Credit Card,Mobile,259,0,0,0
TXN0003066,2024-12-31 07:12:50,CUST00288,Jessica Singh,24,United States,Silver,2176,Electronics,Laptop,1,572.54,572.54,0.05,0.05,0.1,57.25,515.29,0.128,65.96,581.25,0.0,581.25,Gift Card,Desktop,219,0,0,0
TXN0003067,2023-09-11 18:41:48,CUST00118,Priya Rodriguez,52,France,Gold,2029,Electronics,Speaker,4,783.89,3135.56,0.1,0.0,0.1,313.56,2822.0,0.123,347.11,3169.11,0.0,3169.11,Google Pay,Mobile,267,0,0,0
TXN0003068,2023-07-23 11:50:51,CUST00026,William Chen,59,United States,Bronze,677,Home & Garden,Cookware,4,656.98,2627.92,0.0,0.0,0.0,0.0,2627.92,0.074,194.47,2822.39,0.0,2822.39,Credit Card,Mobile,53,0,0,0
TXN0003069,2023-04-12 00:21:32,CUST01104,Susan Kumar,55,United States,Bronze,1260,Clothing,Jeans,1,273.9,273.9,0.0,0.0,0.0,0.0,273.9,0.112,30.68,304.58,0.0,304.58,PayPal,Desktop,56,0,0,0
TXN0003070,2023-01-15 00:49:34,CUST00895,Robert Smith,47,Germany,Bronze,330,Electronics,Laptop,1,375.36,375.36,0.0,0.0,0.0,0.0,375.36,0.092,34.53,409.89,0.0,409.89,Bank Transfer,Desktop,189,0,0,1
TXN0003071,2024-10-02 09:45:55,CUST01468,Sarah Kim,41,United States,Platinum,2043,Sports,Bicycle,1,474.9,474.9,0.15,0.0,0.15,71.23,403.67,0.053,21.39,425.06,0.0,425.06,Google Pay,Mobile,339,0,0,0
TXN0003072,2023-07-27 04:37:20,CUST00326,Susan Moore,24,Germany,Silver,540,Beauty,Skincare,1,95.1,95.1,0.05,0.05,0.1,9.51,85.59,0.086,7.36,92.95,0.0,92.95,Apple Pay,Mobile,253,0,0,0
TXN0003073,2024-09-06 09:47:50,CUST00312,Robert Kim,62,India,Silver,2837,Electronics,Smartphone,1,1279.86,1279.86,0.05,0.15,0.2,255.97,1023.89,0.087,89.08,1112.97,0.0,1112.97,Credit Card,Desktop,177,0,0,0
TXN0003074,2024-02-24 01:01:10,CUST01448,Barbara Smith,65,India,Bronze,3539,Groceries,Beverages,5,61.58,307.9,0.0,0.0,0.0,0.0,307.9,0.136,41.87,349.77,0.0,349.77,PayPal,Desktop,154,0,1,0
TXN0003075,2024-06-14 14:55:29,CUST01492,Mohammed Kumar,58,United States,Bronze,1443,Toys,Action Figure,1,69.85,69.85,0.0,0.15,0.15,10.48,59.37,0.083,4.93,64.3,0.0,64.3,Debit Card,Tablet,145,0,0,0
TXN0003076,2023-10-15 01:56:21,CUST00048,Ibrahim Singh,53,United States,Silver,2244,Books,Self-Help,2,61.74,123.48,0.05,0.1,0.15,18.52,104.96,0.06,6.3,111.26,0.0,111.26,Google Pay,Desktop,51,0,0,0
TXN0003077,2023-10-07 19:55:54,CUST00941,Jennifer Thomas,56,Germany,Bronze,973,Home & Garden,Cookware,3,556.41,1669.23,0.0,0.0,0.0,0.0,1669.23,0.094,156.91,1826.14,0.0,1826.14,Credit Card,Desktop,171,0,0,0
TXN0003078,2024-02-04 20:08:24,CUST01015,William Moore,72,United Kingdom,Bronze,2858,Beauty,Skincare,5,42.12,210.6,0.0,0.05,0.05,10.53,200.07,0.064,12.8,212.87,0.0,212.87,Credit Card,Tablet,272,0,0,1
TXN0003079,2024-07-09 09:34:53,CUST00881,John Lee,63,United States,Bronze,783,Groceries,Snacks,3,70.07,210.21,0.0,0.1,0.1,21.02,189.19,0.082,15.51,204.7,0.0,204.7,Debit Card,Mobile,13,0,0,0
TXN0003080,2024-06-18 05:05:56,CUST00322,Barbara Lee,68,Canada,Gold,1536,Toys,Outdoor,1,189.11,189.11,0.1,0.0,0.1,18.91,170.2,0.105,17.87,188.07,0.0,188.07,Debit Card,Desktop,182,0,0,0
TXN0003081,2024-04-05 05:29:37,CUST00308,Richard Taylor,34,Germany,Silver,2498,Electronics,TV,1,400.44,400.44,0.05,0.0,0.05,20.02,380.42,0.13,49.45,429.87,0.0,429.87,Credit Card,Mobile,8,0,0,0
TXN0003082,2023-08-03 11:48:19,CUST00480,Elena Rodriguez,29,Australia,Bronze,2060,Clothing,Jeans,3,80.39,241.17,0.0,0.0,0.0,0.0,241.17,0.099,23.88,265.05,0.0,265.05,Credit Card,Mobile,184,0,0,1
TXN0003083,2024-06-10 22:00:13,CUST00457,Yuki Moore,75,United Kingdom,Silver,643,Clothing,Jacket,2,207.78,415.56,0.05,0.0,0.05,20.78,394.78,0.06,23.69,418.47,0.0,418.47,Google Pay,Desktop,359,0,0,0
TXN0003084,2024-08-15 18:13:31,CUST00859,Michael Allen,63,United States,Bronze,2784,Groceries,Snacks,1,76.07,76.07,0.0,0.0,0.0,0.0,76.07,0.06,4.56,80.63,0.0,80.63,Credit Card,Tablet,289,0,0,1
TXN0003085,2023-03-25 18:52:38,CUST00814,John Chen,50,United States,Silver,1078,Electronics,Laptop,1,1369.77,1369.77,0.05,0.0,0.05,68.49,1301.28,0.063,81.98,1383.26,0.0,1383.26,Credit Card,Desktop,158,0,0,0
TXN0003086,2024-06-09 15:49:15,CUST00773,Barbara Miller,27,United Kingdom,Bronze,262,Home & Garden,Bedding,2,204.13,408.26,0.0,0.0,0.0,0.0,408.26,0.125,51.03,459.29,0.0,459.29,Bank Transfer,Mobile,40,0,0,0
TXN0003087,2023-03-01 19:41:15,CUST00198,Richard Jackson,60,France,Silver,653,Beauty,Vitamins,2,149.44,298.88,0.05,0.0,0.05,14.94,283.94,0.142,40.32,324.26,0.0,324.26,Apple Pay,Mobile,357,0,0,0
TXN0003088,2023-07-10 20:52:29,CUST00035,William Thompson,73,Australia,Platinum,2238,Beauty,Sunscreen,1,88.63,88.63,0.15,0.2,0.3,26.59,62.04,0.113,7.01,69.05,0.0,69.05,Debit Card,Mobile,281,0,0,0
TXN0003089,2024-01-28 11:36:05,CUST01091,Thomas Kim,33,United Kingdom,Platinum,2317,Home & Garden,Plants,1,406.42,406.42,0.15,0.0,0.15,60.96,345.46,0.078,26.95,372.41,0.0,372.41,Google Pay,Mobile,330,0,0,0
TXN0003090,2023-05-06 16:22:12,CUST00084,William Thomas,59,United Kingdom,Silver,3485,Home & Garden,Furniture,2,277.47,554.94,0.05,0.0,0.05,27.75,527.19,0.126,66.43,593.62,0.0,593.62,Bank Transfer,Tablet,36,0,0,0
TXN0003091,2023-12-29 14:59:05,CUST00654,Barbara Young,68,United States,Silver,1930,Home & Garden,Plants,4,126.15,504.6,0.05,0.0,0.05,25.23,479.37,0.059,28.28,507.65,0.0,507.65,PayPal,Mobile,191,0,0,0
TXN0003092,2023-03-12 17:46:35,CUST00875,Priya Miller,36,Canada,Platinum,335,Books,Self-Help,2,72.88,145.76,0.15,0.05,0.2,29.15,116.61,0.125,14.58,131.19,0.0,131.19,Credit Card,Mobile,304,0,0,0
TXN0003093,2023-04-20 22:41:50,CUST00536,Thomas Garcia,61,United States,Bronze,1263,Books,Textbook,1,51.69,51.69,0.0,0.05,0.05,2.58,49.11,0.064,3.14,52.25,4.57,56.82,Credit Card,Desktop,344,0,0,1
TXN0003094,2024-08-24 21:47:46,CUST00258,Aisha Patel,74,France,Silver,910,Electronics,Tablet,1,63.06,63.06,0.05,0.0,0.05,3.15,59.91,0.143,8.57,68.48,0.0,68.48,Gift Card,Mobile,332,0,0,0
TXN0003095,2023-03-24 20:50:15,CUST00366,Richard Ahmed,53,United States,Gold,2913,Sports,Weights,2,34.15,68.3,0.1,0.1,0.2,13.66,54.64,0.102,5.57,60.21,0.0,60.21,Credit Card,Tablet,71,0,0,0
TXN0003096,2023-06-13 20:05:28,CUST01083,Mary Young,59,India,Silver,2183,Home & Garden,Furniture,3,178.84,536.52,0.05,0.0,0.05,26.83,509.69,0.057,29.05,538.74,0.0,538.74,Credit Card,Mobile,218,0,0,0
TXN0003097,2024-10-21 00:05:18,CUST00454,Mohammed Moore,69,Australia,Bronze,1043,Sports,Weights,1,63.92,63.92,0.0,0.05,0.05,3.2,60.72,0.1,6.07,66.79,0.0,66.79,Google Pay,Mobile,69,0,0,0
TXN0003098,2024-05-20 06:14:09,CUST01338,Karen Garcia,46,United States,Silver,576,Toys,Action Figure,1,235.88,235.88,0.05,0.0,0.05,11.79,224.09,0.081,18.15,242.24,0.0,242.24,Debit Card,Desktop,299,0,0,0
TXN0003099,2023-01-12 23:24:13,CUST01105,John Young,43,United Kingdom,Bronze,346,Toys,Educational,2,91.12,182.24,0.0,0.0,0.0,0.0,182.24,0.128,23.33,205.57,0.0,205.57,Credit Card,Mobile,317,0,0,1
TXN0003100,2023-12-11 00:07:04,CUST00934,Aisha Anderson,24,Germany,Silver,3428,Toys,Educational,2,176.63,353.26,0.05,0.0,0.05,17.66,335.6,0.106,35.57,371.17,0.0,371.17,Debit Card,Tablet,55,0,0,0
TXN0003101,2023-04-22 20:58:44,CUST00924,Mohammed Young,31,Brazil,Silver,2256,Sports,Swimming,2,198.78,397.56,0.05,0.1,0.15,59.63,337.93,0.113,38.19,376.12,0.0,376.12,Credit Card,Mobile,5,0,0,0
TXN0003102,2023-06-13 06:56:40,CUST01099,Joseph Jackson,18,Germany,Platinum,2470,Groceries,Bakery,1,86.14,86.14,0.15,0.0,0.15,12.92,73.22,0.072,5.27,78.49,0.0,78.49,PayPal,Tablet,44,0,0,0
TXN0003103,2024-11-14 06:51:00,CUST01213,Lisa Brown,73,France,Bronze,3543,Home & Garden,Cleaning Supplies,4,93.8,375.2,0.0,0.15,0.15,56.28,318.92,0.093,29.66,348.58,0.0,348.58,Debit Card,Desktop,212,0,0,1
TXN0003104,2023-03-27 09:28:48,CUST00874,Susan Chen,55,United Kingdom,Silver,3209,Electronics,TV,2,198.27,396.54,0.05,0.0,0.05,19.83,376.71,0.122,45.96,422.67,0.0,422.67,Credit Card,Mobile,253,0,0,0
TXN0003105,2024-02-05 14:50:37,CUST00818,Ibrahim Chen,74,United States,Gold,2747,Toys,Educational,1,63.76,63.76,0.1,0.0,0.1,6.38,57.38,0.062,3.56,60.94,0.0,60.94,PayPal,Tablet,108,0,0,0
TXN0003106,2023-02-23 17:46:44,CUST00605,Charles Jones,54,India,Gold,2825,Groceries,Beverages,1,31.81,31.81,0.1,0.05,0.15,4.77,27.04,0.079,2.14,29.18,6.25,35.43,Debit Card,Mobile,237,0,0,0
TXN0003107,2024-11-21 11:38:05,CUST00971,Michael Thompson,43,France,Gold,2545,Toys,Doll,1,216.75,216.75,0.1,0.0,0.1,21.68,195.07,0.115,22.43,217.5,0.0,217.5,Debit Card,Mobile,324,0,0,0
TXN0003108,2024-12-28 22:26:45,CUST00461,Karen Harris,61,India,Silver,1651,Electronics,Smartphone,1,259.53,259.53,0.05,0.0,0.05,12.98,246.55,0.101,24.9,271.45,0.0,271.45,Credit Card,Mobile,312,0,0,0
TXN0003109,2023-04-01 15:57:46,CUST01239,Joseph Martin,19,United States,Bronze,1990,Beauty,Vitamins,1,66.44,66.44,0.0,0.0,0.0,0.0,66.44,0.126,8.37,74.81,0.0,74.81,Apple Pay,Desktop,270,0,0,1
TXN0003110,2024-07-29 10:31:57,CUST00254,Sarah Nguyen,46,United States,Bronze,2521,Toys,Video Game,1,162.92,162.92,0.0,0.0,0.0,0.0,162.92,0.079,12.87,175.79,0.0,175.79,Debit Card,Tablet,359,0,0,1
TXN0003111,2023-11-19 15:30:49,CUST00189,Wei Wilson,44,India,Platinum,1028,Home & Garden,Cleaning Supplies,2,515.55,1031.1,0.15,0.05,0.2,206.22,824.88,0.133,109.71,934.59,0.0,934.59,Google Pay,Mobile,110,0,0,0
TXN0003112,2024-07-12 14:32:52,CUST01187,Barbara Anderson,23,United States,Bronze,760,Sports,Sportswear,1,215.95,215.95,0.0,0.0,0.0,0.0,215.95,0.131,28.29,244.24,0.0,244.24,PayPal,Desktop,227,0,0,1
TXN0003113,2023-07-23 15:34:14,CUST00963,Charles Thompson,25,United Kingdom,Bronze,871,Sports,Sportswear,1,212.36,212.36,0.0,0.2,0.2,42.47,169.89,0.057,9.68,179.57,0.0,179.57,Credit Card,Desktop,301,0,0,1
TXN0003114,2024-05-01 14:24:31,CUST00264,David Kim,25,Canada,Gold,3103,Groceries,Snacks,2,35.6,71.2,0.1,0.0,0.1,7.12,64.08,0.087,5.57,69.65,0.0,69.65,Credit Card,Desktop,54,0,0,0
TXN0003115,2023-07-29 10:51:07,CUST00748,David Nguyen,33,United States,Silver,1130,Sports,Sportswear,1,267.17,267.17,0.05,0.05,0.1,26.72,240.45,0.081,19.48,259.93,0.0,259.93,Credit Card,Desktop,70,0,0,0
TXN0003116,2023-05-06 18:38:17,CUST01174,Priya Brown,23,United States,Bronze,1516,Electronics,Tablet,1,216.95,216.95,0.0,0.0,0.0,0.0,216.95,0.079,17.14,234.09,0.0,234.09,Debit Card,Mobile,81,0,0,0
TXN0003117,2023-01-27 01:24:27,CUST01072,Elena Johnson,49,Germany,Silver,2253,Clothing,Shoes,1,158.92,158.92,0.05,0.05,0.1,15.89,143.03,0.095,13.59,156.62,0.0,156.62,Credit Card,Mobile,61,0,0,0
TXN0003118,2024-07-19 16:16:44,CUST01103,Robert Brown,20,Canada,Bronze,1115,Books,History,5,59.04,295.2,0.0,0.0,0.0,0.0,295.2,0.068,20.07,315.27,0.0,315.27,Debit Card,Mobile,204,0,0,1
TXN0003119,2023-04-09 08:06:16,CUST01341,Wei Patel,55,Brazil,Bronze,3337,Beauty,Makeup,2,102.25,204.5,0.0,0.0,0.0,0.0,204.5,0.104,21.27,225.77,0.0,225.77,Credit Card,Desktop,37,0,0,0
TXN0003120,2023-08-20 01:21:08,CUST00156,Ibrahim Smith,54,United States,Silver,1425,Electronics,Smartphone,2,1198.29,2396.58,0.05,0.0,0.05,119.83,2276.75,0.107,243.61,2520.36,0.0,2520.36,Debit Card,Desktop,211,0,1,0
TXN0003121,2024-04-03 10:53:01,CUST00216,Ibrahim Martin,24,United States,Silver,2384,Groceries,Dairy,1,75.6,75.6,0.05,0.2,0.25,18.9,56.7,0.097,5.5,62.2,0.0,62.2,Credit Card,Mobile,173,0,0,0
TXN0003122,2024-12-01 16:02:33,CUST00785,Aisha Young,55,Japan,Bronze,826,Books,Children,1,11.04,11.04,0.0,0.1,0.1,1.1,9.94,0.077,0.77,10.71,5.06,15.77,Credit Card,Desktop,41,0,0,0
TXN0003123,2023-09-16 05:45:44,CUST01186,Mary Jones,72,United States,Silver,2501,Electronics,TV,1,702.39,702.39,0.05,0.0,0.05,35.12,667.27,0.075,50.05,717.32,0.0,717.32,Bank Transfer,Desktop,250,0,0,0
TXN0003124,2023-06-15 18:31:29,CUST01399,Susan Taylor,67,India,Bronze,1194,Groceries,Frozen Food,1,4.89,4.89,0.0,0.0,0.0,0.0,4.89,0.139,0.68,5.57,7.84,13.41,PayPal,Desktop,265,0,0,1
TXN0003125,2024-02-16 09:01:56,CUST00087,Sofia Anderson,45,Australia,Silver,1607,Clothing,Jeans,1,243.89,243.89,0.05,0.0,0.05,12.19,231.7,0.119,27.57,259.27,0.0,259.27,Debit Card,Tablet,108,0,0,0
TXN0003126,2023-08-05 10:32:37,CUST00699,Jennifer Ahmed,69,India,Bronze,119,Books,Fiction,3,25.22,75.66,0.0,0.1,0.1,7.57,68.09,0.09,6.13,74.22,0.0,74.22,Credit Card,Mobile,313,0,0,1
TXN0003127,2024-07-31 13:13:23,CUST00599,Joseph Williams,58,France,Gold,1680,Sports,Camping,3,35.26,105.78,0.1,0.15,0.25,26.45,79.33,0.121,9.6,88.93,0.0,88.93,Debit Card,Mobile,300,0,0,0
TXN0003128,2024-08-01 02:09:50,CUST00372,Sofia Thomas,50,United States,Platinum,3274,Toys,Action Figure,3,37.4,112.2,0.15,0.0,0.15,16.83,95.37,0.088,8.39,103.76,0.0,103.76,PayPal,Desktop,160,0,0,0
TXN0003129,2023-03-06 02:43:12,CUST00711,Yuki Nguyen,60,Australia,Gold,1859,Beauty,Makeup,5,11.36,56.8,0.1,0.1,0.2,11.36,45.44,0.116,5.27,50.71,7.88,58.59,Gift Card,Mobile,102,0,0,0
TXN0003130,2024-08-27 16:35:17,CUST00734,Elena Davis,48,United States,Bronze,3527,Electronics,Tablet,1,938.37,938.37,0.0,0.15,0.15,140.76,797.61,0.053,42.27,839.88,0.0,839.88,Credit Card,Mobile,87,0,0,0
TXN0003131,2023-01-08 11:07:57,CUST00357,Jennifer Nguyen,46,United States,Bronze,3593,Toys,Educational,1,245.18,245.18,0.0,0.05,0.05,12.26,232.92,0.127,29.58,262.5,0.0,262.5,Gift Card,Desktop,45,0,0,0
TXN0003132,2023-02-25 08:48:17,CUST00128,Linda Jones,48,Australia,Silver,922,Electronics,Speaker,1,500.72,500.72,0.05,0.0,0.05,25.04,475.68,0.136,64.69,540.37,0.0,540.37,PayPal,Mobile,40,0,0,0
TXN0003133,2023-08-15 03:47:30,CUST01222,Carlos Singh,56,Brazil,Bronze,218,Books,Non-Fiction,2,18.47,36.94,0.0,0.0,0.0,0.0,36.94,0.095,3.51,40.45,8.77,49.22,Debit Card,Mobile,311,0,0,1
TXN0003134,2023-11-11 17:44:38,CUST00214,John Harris,40,Mexico,Bronze,1767,Books,Children,1,45.96,45.96,0.0,0.0,0.0,0.0,45.96,0.129,5.93,51.89,6.86,58.75,Bank Transfer,Mobile,249,0,0,1
TXN0003135,2024-01-24 02:10:19,CUST00243,James Johnson,68,United States,Platinum,3253,Sports,Sportswear,4,506.77,2027.08,0.15,0.0,0.15,304.06,1723.02,0.136,234.33,1957.35,0.0,1957.35,Credit Card,Mobile,145,0,0,0
